jd_id,cv_id,match_score
446,5,5.0
446,2,5.0
446,1,20.0
446,6,5.0
446,4,5.0
446,0,5.0
446,7,5.0
446,3,-1.0
446,9,5.0
446,11,5.0
446,10,5.0
446,8,5.0
446,13,5.0
446,17,5.0
446,18,5.0
446,15,5.0
446,20,5.0
446,21,5.0
446,14,5.0
446,22,5.0
446,12,5.0
446,23,5.0
446,25,5.0
446,24,5.0
446,16,5.0
446,26,25.0
446,28,5.0
446,27,20.0
446,19,5.0
446,29,5.0
446,32,5.0
446,30,5.0
446,31,5.0
446,33,5.0
446,34,5.0
446,35,5.0
446,38,5.0
446,36,5.0
446,37,5.0
446,39,5.0
446,40,20.0
446,41,35.0
446,44,15.0
446,46,20.0
446,47,20.0
446,42,20.0
446,43,35.0
446,45,20.0
446,48,20.0
446,49,20.0
446,51,10.0
446,50,20.0
446,52,45.0
446,53,15.0
446,54,20.0
446,59,20.0
446,61,20.0
446,64,20.0
446,55,20.0
446,56,15.0
446,57,25.0
446,60,20.0
446,62,20.0
446,63,15.0
446,66,5.0
446,67,5.0
446,65,20.0
446,58,10.0
446,74,5.0
446,73,15.0
446,71,5.0
446,75,5.0
446,70,10.0
446,77,5.0
446,69,20.0
446,72,20.0
446,79,5.0
446,68,5.0
446,76,35.0
446,81,5.0
446,78,5.0
446,83,5.0
446,85,15.0
446,84,5.0
446,88,5.0
446,87,5.0
446,80,5.0
446,90,5.0
446,86,5.0
446,82,15.0
446,89,5.0
446,91,5.0
446,97,5.0
446,99,10.0
446,92,5.0
446,96,5.0
446,94,25.0
446,93,10.0
446,98,5.0
446,95,5.0
446,101,45.0
446,100,5.0
446,102,5.0
446,104,5.0
446,103,5.0
446,106,5.0
446,105,5.0
446,107,5.0
446,108,5.0
446,109,5.0
446,110,0.0
446,111,0.0
446,115,0.0
446,116,5.0
446,117,5.0
446,118,5.0
446,113,0.0
446,112,5.0
446,121,5.0
446,119,-1.0
446,122,5.0
446,120,0.0
446,127,5.0
446,128,15.0
446,129,5.0
446,130,0.0
446,131,5.0
446,132,0.0
446,123,20.0
446,133,5.0
446,114,0.0
446,124,5.0
446,125,0.0
446,126,0.0
446,136,5.0
446,138,5.0
446,137,0.0
446,141,0.0
446,140,5.0
446,144,5.0
446,139,5.0
446,143,0.0
446,145,45.0
446,146,35.0
446,134,5.0
446,142,0.0
446,135,5.0
446,149,20.0
446,147,5.0
446,148,5.0
446,151,20.0
446,150,35.0
446,152,5.0
446,153,5.0
446,154,65.0
446,156,20.0
446,159,10.0
446,155,85.0
446,157,70.0
446,160,5.0
446,161,65.0
446,158,25.0
446,162,20.0
446,163,65.0
446,165,15.0
446,166,30.0
446,164,5.0
446,174,5.0
446,173,5.0
446,168,5.0
446,167,55.0
446,169,5.0
446,175,92.0
446,170,55.0
446,171,5.0
446,172,5.0
446,176,85.0
446,177,5.0
446,179,5.0
446,178,5.0
446,181,15.0
446,180,85.0
446,183,45.0
446,182,5.0
446,184,5.0
446,186,20.0
446,187,25.0
446,189,20.0
446,188,20.0
446,190,20.0
446,192,20.0
446,193,35.0
446,185,20.0
446,196,25.0
446,195,20.0
446,194,15.0
446,197,25.0
446,198,20.0
446,199,10.0
446,200,10.0
446,201,20.0
446,203,25.0
446,202,20.0
446,191,10.0
446,204,20.0
446,208,85.0
446,211,35.0
446,209,15.0
446,210,55.0
446,212,10.0
446,205,20.0
446,207,45.0
446,206,30.0
446,213,75.0
446,214,35.0
446,219,78.0
446,218,20.0
446,216,20.0
446,217,85.0
446,220,20.0
446,215,35.0
446,221,65.0
446,222,35.0
446,223,45.0
446,226,15.0
446,225,20.0
446,224,92.0
446,227,20.0
446,228,65.0
446,229,25.0
446,236,35.0
446,235,45.0
446,237,65.0
446,230,20.0
446,231,65.0
446,232,78.0
446,238,65.0
446,234,45.0
446,233,65.0
446,244,55.0
446,247,40.0
446,239,85.0
446,240,20.0
446,241,5.0
446,242,55.0
446,248,40.0
446,243,30.0
446,251,20.0
446,245,65.0
446,250,25.0
446,249,20.0
446,246,20.0
446,252,45.0
446,253,65.0
446,254,35.0
446,255,20.0
446,258,25.0
446,256,40.0
446,257,20.0
446,259,20.0
446,260,20.0
446,261,20.0
446,262,20.0
446,263,20.0
446,265,20.0
446,266,25.0
446,264,20.0
446,267,20.0
446,268,20.0
446,269,20.0
446,270,20.0
446,271,20.0
446,274,5.0
446,272,20.0
446,276,25.0
446,277,5.0
446,275,5.0
446,278,5.0
446,279,5.0
446,273,5.0
446,280,5.0
446,281,5.0
446,284,5.0
446,282,5.0
446,283,5.0
446,286,10.0
446,285,5.0
446,287,5.0
446,288,5.0
446,289,15.0
446,291,10.0
446,290,5.0
446,292,5.0
446,293,20.0
446,295,5.0
446,294,5.0
446,297,10.0
446,296,5.0
446,299,5.0
446,298,5.0
446,300,5.0
446,301,5.0
446,302,5.0
