jd_id,cv_id,match_score
445,0,5.0
445,2,5.0
445,5,5.0
445,6,5.0
445,7,5.0
445,3,5.0
445,1,5.0
445,4,5.0
445,13,5.0
445,12,5.0
445,10,5.0
445,11,10.0
445,14,5.0
445,9,5.0
445,8,5.0
445,17,5.0
445,16,5.0
445,18,5.0
445,19,5.0
445,21,5.0
445,20,5.0
445,15,5.0
445,24,5.0
445,23,5.0
445,22,5.0
445,31,5.0
445,30,5.0
445,27,20.0
445,33,5.0
445,25,5.0
445,34,10.0
445,32,5.0
445,26,15.0
445,28,5.0
445,29,5.0
445,35,5.0
445,36,5.0
445,39,5.0
445,38,5.0
445,44,10.0
445,43,15.0
445,40,20.0
445,45,10.0
445,46,5.0
445,47,10.0
445,48,10.0
445,37,5.0
445,42,5.0
445,51,5.0
445,52,20.0
445,54,10.0
445,53,20.0
445,55,15.0
445,56,15.0
445,41,-1.0
445,49,-1.0
445,57,10.0
445,50,-1.0
445,59,5.0
445,58,5.0
445,66,5.0
445,61,-1.0
445,67,10.0
445,60,-1.0
445,65,20.0
445,68,5.0
445,63,20.0
445,62,10.0
445,71,5.0
445,73,20.0
445,75,5.0
445,76,45.0
445,64,10.0
445,74,5.0
445,79,5.0
445,80,5.0
445,69,30.0
445,70,5.0
445,72,20.0
445,77,5.0
445,78,5.0
445,81,5.0
445,82,5.0
445,84,8.0
445,85,5.0
445,87,5.0
445,86,5.0
445,88,5.0
445,83,10.0
445,89,5.0
445,90,10.0
445,93,10.0
445,94,25.0
445,91,5.0
445,95,5.0
445,97,5.0
445,96,5.0
445,92,5.0
445,105,5.0
445,99,5.0
445,102,5.0
445,98,5.0
445,101,40.0
445,106,5.0
445,104,5.0
445,108,5.0
445,107,5.0
445,109,0.0
445,110,0.0
445,111,0.0
445,112,5.0
445,100,5.0
445,103,5.0
445,114,0.0
445,113,0.0
445,115,0.0
445,117,0.0
445,116,0.0
445,118,0.0
445,120,0.0
445,124,0.0
445,119,5.0
445,125,0.0
445,127,0.0
445,121,5.0
445,123,5.0
445,122,-1.0
445,129,0.0
445,130,0.0
445,132,0.0
445,133,0.0
445,126,-1.0
445,135,5.0
445,128,10.0
445,131,-1.0
445,138,5.0
445,134,0.0
445,139,5.0
445,137,5.0
445,143,0.0
445,142,5.0
445,136,5.0
445,144,5.0
445,145,55.0
445,147,5.0
445,149,20.0
445,148,5.0
445,150,40.0
445,146,20.0
445,151,20.0
445,140,5.0
445,153,5.0
445,152,5.0
445,156,20.0
