jd_id,cv_id,match_score
433,0,10.0
433,1,20.0
433,2,10.0
433,4,5.0
433,3,20.0
433,6,10.0
433,5,10.0
433,8,5.0
433,9,10.0
433,10,5.0
433,7,5.0
433,11,20.0
433,12,5.0
433,13,10.0
433,14,10.0
433,18,20.0
433,15,5.0
433,16,5.0
433,17,5.0
433,19,10.0
433,26,30.0
433,24,5.0
433,25,5.0
433,27,40.0
433,28,5.0
433,29,5.0
433,30,5.0
433,31,10.0
433,32,10.0
433,22,5.0
433,21,10.0
433,20,10.0
433,23,5.0
433,35,5.0
433,34,20.0
433,36,20.0
433,37,5.0
433,39,10.0
433,38,10.0
433,40,20.0
433,41,28.0
433,42,10.0
433,44,20.0
433,45,20.0
433,46,10.0
433,33,5.0
433,43,30.0
433,49,10.0
433,47,20.0
433,48,15.0
433,50,20.0
433,52,20.0
433,51,10.0
433,53,20.0
433,55,35.0
433,54,10.0
433,56,20.0
433,57,20.0
433,58,20.0
433,59,20.0
433,60,20.0
433,61,30.0
433,63,20.0
433,64,20.0
433,62,20.0
433,65,15.0
433,66,5.0
433,67,10.0
433,68,5.0
433,71,5.0
433,69,20.0
433,70,10.0
433,72,20.0
433,73,20.0
433,79,5.0
433,77,10.0
433,80,5.0
433,78,5.0
433,81,5.0
433,82,10.0
433,74,5.0
433,84,20.0
433,83,10.0
433,76,40.0
433,85,10.0
433,86,5.0
433,75,10.0
433,88,5.0
433,87,5.0
433,89,5.0
433,90,8.0
433,91,5.0
433,92,5.0
433,93,10.0
433,97,10.0
433,94,40.0
433,96,5.0
433,98,10.0
433,99,5.0
433,100,5.0
433,101,45.0
433,95,5.0
433,103,5.0
433,104,10.0
433,102,5.0
433,105,5.0
433,112,5.0
433,113,0.0
433,114,0.0
433,107,5.0
433,108,5.0
433,115,0.0
433,106,5.0
433,109,0.0
433,111,0.0
433,110,0.0
433,116,0.0
433,119,5.0
433,117,0.0
433,118,0.0
433,120,0.0
433,122,5.0
433,121,5.0
433,125,0.0
433,126,5.0
433,123,10.0
433,124,0.0
433,127,0.0
433,128,15.0
433,130,0.0
433,129,0.0
433,132,0.0
433,135,0.0
433,133,0.0
433,137,0.0
433,136,5.0
433,134,5.0
433,131,5.0
433,138,0.0
433,139,5.0
433,140,10.0
433,141,0.0
433,143,0.0
433,142,5.0
433,147,8.0
433,148,5.0
433,149,20.0
433,152,20.0
433,154,60.0
433,153,5.0
433,144,5.0
433,151,35.0
433,145,45.0
433,150,55.0
433,146,35.0
433,155,85.0
433,156,20.0
433,158,20.0
433,164,5.0
433,165,10.0
433,159,20.0
433,157,40.0
433,161,58.0
433,162,40.0
433,166,30.0
433,160,5.0
433,163,40.0
433,167,60.0
433,169,10.0
433,171,5.0
433,168,5.0
433,172,5.0
433,170,45.0
433,173,5.0
433,175,85.0
433,174,10.0
433,176,78.0
433,178,5.0
433,177,10.0
433,179,5.0
433,181,20.0
433,180,78.0
433,183,35.0
433,182,5.0
433,184,5.0
433,185,10.0
433,186,10.0
433,187,20.0
433,188,20.0
433,190,10.0
433,192,20.0
433,193,20.0
433,195,20.0
433,194,10.0
433,191,15.0
433,189,15.0
433,196,20.0
