jd_id,cv_id,match_score
227,1,65.0
227,3,75.0
227,6,85.0
227,4,75.0
227,7,75.0
227,5,75.0
227,0,85.0
227,2,65.0
227,8,55.0
227,9,85.0
227,11,65.0
227,13,35.0
227,12,75.0
227,10,45.0
227,14,78.0
227,15,85.0
227,16,45.0
227,19,75.0
227,18,65.0
227,22,75.0
227,21,75.0
227,17,75.0
227,23,85.0
227,20,65.0
227,24,65.0
227,26,85.0
227,27,75.0
227,25,85.0
227,28,65.0
227,30,75.0
227,29,85.0
227,31,85.0
227,32,75.0
227,33,92.0
227,36,85.0
227,34,65.0
227,35,85.0
227,38,85.0
227,39,65.0
227,37,85.0
227,40,5.0
227,43,5.0
227,42,5.0
227,41,5.0
227,44,5.0
227,46,5.0
227,45,5.0
227,47,5.0
227,48,5.0
227,49,0.0
227,50,5.0
227,51,5.0
227,52,5.0
227,54,10.0
227,55,5.0
227,53,10.0
227,57,15.0
227,56,5.0
227,59,35.0
227,60,5.0
227,62,20.0
227,61,5.0
227,58,35.0
227,63,20.0
227,65,15.0
227,64,20.0
227,66,5.0
227,70,5.0
227,71,5.0
227,68,10.0
227,67,5.0
227,69,5.0
227,72,20.0
227,73,45.0
227,75,15.0
227,74,20.0
227,76,15.0
227,79,5.0
227,78,5.0
227,77,5.0
227,80,5.0
227,81,5.0
227,82,5.0
227,84,35.0
227,83,15.0
227,87,5.0
227,88,10.0
227,89,5.0
227,85,15.0
227,86,5.0
227,92,5.0
227,90,30.0
227,91,5.0
227,93,5.0
227,96,5.0
227,97,5.0
227,98,45.0
227,99,5.0
227,100,5.0
227,101,5.0
227,102,5.0
227,103,5.0
227,106,5.0
227,104,20.0
227,94,20.0
227,105,5.0
227,107,5.0
227,95,5.0
227,108,0.0
227,109,0.0
227,112,15.0
227,111,0.0
227,110,0.0
227,113,0.0
227,115,5.0
227,114,0.0
227,116,5.0
227,121,5.0
227,122,5.0
227,123,15.0
227,117,0.0
227,119,5.0
227,124,0.0
227,125,0.0
227,120,0.0
227,126,5.0
227,118,0.0
227,127,0.0
227,128,55.0
227,130,0.0
227,129,5.0
227,131,5.0
227,133,5.0
227,132,0.0
227,134,0.0
227,136,5.0
227,135,0.0
227,137,0.0
227,138,0.0
227,139,5.0
227,140,5.0
227,144,5.0
227,141,0.0
227,142,5.0
227,143,0.0
227,145,10.0
227,146,65.0
227,147,5.0
227,148,5.0
227,149,15.0
227,150,5.0
227,155,5.0
227,158,5.0
227,157,5.0
227,153,5.0
227,152,75.0
227,159,20.0
227,151,35.0
227,160,5.0
227,161,10.0
227,154,5.0
227,163,5.0
227,162,5.0
227,164,5.0
227,165,15.0
227,167,5.0
227,156,45.0
227,168,15.0
227,166,10.0
227,169,45.0
227,170,5.0
227,171,5.0
227,172,5.0
227,176,5.0
227,174,20.0
227,175,20.0
227,173,5.0
227,179,85.0
227,177,10.0
227,178,5.0
227,180,5.0
227,183,20.0
227,184,5.0
227,182,5.0
227,181,5.0
227,185,5.0
227,186,5.0
227,187,5.0
227,189,5.0
227,188,5.0
