jd_id,cv_id,match_score
157,1,5.0
157,8,5.0
157,7,5.0
157,4,5.0
157,5,5.0
157,0,5.0
157,2,5.0
157,3,15.0
157,6,5.0
157,9,20.0
157,10,5.0
157,11,10.0
157,12,5.0
157,14,5.0
157,15,5.0
157,13,5.0
157,16,5.0
157,17,5.0
157,20,5.0
157,18,5.0
157,22,5.0
157,24,5.0
157,19,5.0
157,21,5.0
157,23,5.0
157,25,5.0
157,27,30.0
157,28,5.0
157,29,5.0
157,30,5.0
157,31,10.0
157,26,10.0
157,32,5.0
157,34,20.0
157,33,5.0
157,35,5.0
157,36,5.0
157,39,10.0
157,38,5.0
157,37,5.0
157,40,20.0
157,41,20.0
157,42,20.0
157,44,10.0
157,43,40.0
157,47,30.0
157,46,20.0
157,45,15.0
157,48,10.0
157,49,20.0
157,50,30.0
157,51,10.0
157,52,20.0
157,54,30.0
157,53,20.0
157,55,15.0
157,58,10.0
157,57,20.0
157,59,20.0
157,56,30.0
157,61,20.0
157,60,30.0
157,62,10.0
157,63,20.0
157,66,5.0
157,64,30.0
157,65,10.0
157,68,15.0
157,75,20.0
157,72,35.0
157,70,5.0
157,74,10.0
157,67,20.0
157,71,10.0
157,73,35.0
157,76,10.0
157,69,15.0
157,79,5.0
157,77,20.0
157,82,5.0
157,78,5.0
157,81,10.0
157,80,5.0
157,83,5.0
157,84,10.0
157,86,5.0
157,88,5.0
157,89,5.0
157,87,5.0
157,90,15.0
157,85,5.0
157,92,5.0
157,91,5.0
157,93,5.0
157,94,15.0
157,97,30.0
157,95,5.0
157,96,5.0
157,99,5.0
157,100,5.0
157,98,5.0
157,101,20.0
157,102,5.0
157,105,5.0
157,106,10.0
157,107,5.0
157,108,5.0
157,103,5.0
157,109,0.0
157,110,0.0
157,104,5.0
157,111,0.0
157,112,5.0
157,113,0.0
157,114,0.0
157,115,0.0
157,117,0.0
157,116,0.0
157,119,5.0
157,118,0.0
157,121,5.0
157,123,10.0
157,120,0.0
157,122,5.0
157,124,0.0
157,125,0.0
157,126,0.0
157,127,5.0
157,128,15.0
157,130,0.0
157,129,0.0
157,132,0.0
157,133,5.0
157,131,0.0
