jd_id,cv_id,match_score
377,4,5.0
377,2,5.0
377,0,5.0
377,7,5.0
377,1,5.0
377,5,20.0
377,6,5.0
377,3,5.0
377,8,5.0
377,9,5.0
377,11,5.0
377,13,5.0
377,10,5.0
377,12,5.0
377,14,5.0
377,15,5.0
377,16,5.0
377,19,5.0
377,21,5.0
377,18,10.0
377,23,5.0
377,17,5.0
377,20,5.0
377,22,5.0
377,24,5.0
377,25,5.0
377,26,5.0
377,29,10.0
377,28,5.0
377,30,5.0
377,31,10.0
377,38,10.0
377,27,5.0
377,36,5.0
377,35,5.0
377,37,5.0
377,42,5.0
377,39,10.0
377,41,5.0
377,32,5.0
377,43,5.0
377,40,5.0
377,33,5.0
377,34,5.0
377,46,5.0
377,44,5.0
377,45,5.0
377,47,5.0
377,49,5.0
377,48,5.0
377,51,5.0
377,50,5.0
377,53,20.0
377,52,15.0
377,55,5.0
377,54,5.0
377,57,20.0
377,56,5.0
377,58,20.0
377,61,5.0
377,60,10.0
377,59,20.0
377,62,20.0
377,63,20.0
377,65,45.0
377,66,55.0
377,73,35.0
377,64,5.0
377,68,20.0
377,70,40.0
377,71,60.0
377,72,40.0
377,77,20.0
377,76,20.0
377,79,40.0
377,67,-1.0
377,81,20.0
377,80,65.0
377,75,45.0
377,74,65.0
377,69,20.0
377,82,30.0
377,83,20.0
377,84,30.0
377,87,20.0
377,86,75.0
377,89,5.0
377,88,40.0
377,85,30.0
377,90,20.0
377,78,55.0
377,93,55.0
377,94,30.0
377,92,55.0
377,95,65.0
377,96,60.0
377,99,45.0
377,100,65.0
377,102,45.0
377,101,20.0
377,103,20.0
377,97,-1.0
377,91,65.0
377,104,20.0
377,98,-1.0
377,105,20.0
377,106,45.0
377,107,35.0
377,113,5.0
377,112,35.0
377,114,5.0
377,115,5.0
377,116,5.0
377,117,0.0
377,118,5.0
377,108,5.0
377,119,5.0
377,110,5.0
377,111,5.0
377,109,5.0
377,120,5.0
377,121,20.0
377,122,20.0
377,123,40.0
377,124,5.0
377,125,5.0
377,126,5.0
377,128,35.0
377,127,5.0
377,129,5.0
377,130,5.0
377,132,5.0
377,131,5.0
377,133,5.0
377,136,10.0
377,138,5.0
377,135,5.0
377,137,20.0
377,134,5.0
377,139,5.0
377,140,45.0
377,145,5.0
377,144,10.0
377,143,5.0
377,148,5.0
377,147,5.0
377,146,20.0
377,149,20.0
377,150,15.0
377,152,5.0
377,153,5.0
377,151,5.0
377,154,5.0
377,141,5.0
377,156,20.0
377,155,5.0
377,158,20.0
377,159,20.0
377,157,5.0
377,161,5.0
377,142,5.0
377,160,20.0
377,164,20.0
377,162,5.0
377,163,20.0
377,170,5.0
377,171,5.0
377,172,40.0
377,173,30.0
377,175,5.0
377,174,10.0
377,165,20.0
377,166,5.0
377,168,20.0
377,167,5.0
377,169,40.0
377,177,20.0
377,179,5.0
377,176,5.0
377,180,5.0
377,178,45.0
377,183,10.0
377,184,5.0
377,186,5.0
377,185,5.0
377,187,5.0
377,188,10.0
377,189,5.0
377,190,5.0
377,191,5.0
377,192,5.0
377,193,20.0
377,194,5.0
377,181,10.0
377,195,5.0
377,182,5.0
377,197,5.0
377,196,10.0
377,200,5.0
377,198,5.0
377,201,10.0
377,199,5.0
377,202,20.0
377,203,5.0
377,204,10.0
377,206,5.0
377,205,5.0
377,207,0.0
377,209,20.0
377,208,5.0
377,211,5.0
377,210,5.0
377,214,5.0
377,215,10.0
377,212,10.0
377,213,5.0
377,220,5.0
377,219,5.0
377,222,20.0
377,221,20.0
377,225,5.0
377,224,5.0
377,226,5.0
377,227,5.0
377,216,20.0
377,217,5.0
377,218,28.0
377,229,5.0
377,228,5.0
377,230,5.0
377,231,5.0
377,232,5.0
377,233,5.0
377,234,5.0
377,235,5.0
377,236,10.0
377,223,5.0
377,237,5.0
377,239,5.0
377,240,5.0
377,242,5.0
377,243,0.0
377,241,5.0
377,244,5.0
377,245,5.0
377,247,5.0
