jd_id,cv_id,match_score
340,6,45.0
340,1,10.0
340,2,15.0
340,5,15.0
340,4,5.0
340,7,5.0
340,0,20.0
340,3,20.0
340,10,10.0
340,9,20.0
340,11,20.0
340,12,10.0
340,14,20.0
340,8,5.0
340,13,55.0
340,15,5.0
340,16,35.0
340,18,15.0
340,17,10.0
340,19,10.0
340,20,10.0
340,21,15.0
340,22,10.0
340,24,10.0
340,23,10.0
340,28,5.0
340,29,5.0
340,31,20.0
340,32,15.0
340,34,20.0
340,33,15.0
340,35,10.0
340,37,20.0
340,25,20.0
340,26,35.0
340,38,20.0
340,27,55.0
340,30,10.0
340,42,20.0
340,45,40.0
340,47,40.0
340,36,20.0
340,46,20.0
340,39,20.0
340,49,40.0
340,50,35.0
340,40,55.0
340,43,65.0
340,44,45.0
340,48,40.0
340,41,45.0
340,51,45.0
340,52,45.0
340,56,85.0
340,55,75.0
340,57,45.0
340,58,35.0
340,53,75.0
340,54,45.0
340,59,30.0
340,60,85.0
340,61,75.0
340,62,45.0
340,63,78.0
340,66,15.0
340,65,45.0
340,64,45.0
340,67,45.0
340,68,25.0
340,69,65.0
340,70,20.0
340,72,45.0
340,73,45.0
340,71,10.0
340,74,20.0
340,76,78.0
340,75,20.0
340,77,20.0
340,79,25.0
340,80,35.0
340,78,20.0
340,81,5.0
340,83,20.0
340,82,35.0
340,85,20.0
340,86,20.0
340,84,45.0
340,87,35.0
340,89,20.0
340,88,20.0
340,95,20.0
340,94,65.0
340,96,20.0
340,93,35.0
340,97,20.0
340,98,45.0
340,99,20.0
340,101,45.0
340,100,15.0
340,90,65.0
340,102,20.0
340,92,20.0
340,103,20.0
340,104,20.0
340,91,15.0
340,106,5.0
340,107,5.0
340,105,5.0
340,108,5.0
340,109,5.0
340,110,0.0
340,114,5.0
340,112,35.0
340,113,5.0
340,116,5.0
340,117,5.0
340,119,5.0
340,118,5.0
340,115,5.0
340,120,5.0
340,122,5.0
340,121,10.0
340,123,35.0
340,125,5.0
340,127,5.0
340,124,5.0
340,126,5.0
340,111,0.0
340,128,35.0
340,129,5.0
340,130,5.0
340,133,5.0
340,131,5.0
340,134,5.0
340,132,0.0
340,135,5.0
340,141,0.0
340,142,5.0
340,145,85.0
340,136,15.0
340,137,5.0
340,146,55.0
340,138,5.0
340,140,65.0
340,139,5.0
340,149,35.0
340,150,75.0
340,144,10.0
340,151,35.0
340,152,5.0
340,154,45.0
340,153,5.0
340,156,65.0
340,143,-1.0
340,155,75.0
340,158,20.0
340,162,85.0
340,163,45.0
