jd_id,cv_id,match_score
304,7,5.0
304,3,10.0
304,0,5.0
304,4,5.0
304,2,10.0
304,5,5.0
304,1,5.0
304,6,20.0
304,9,5.0
304,10,5.0
304,11,5.0
304,8,5.0
304,12,5.0
304,14,5.0
304,15,5.0
304,13,10.0
304,16,20.0
304,17,5.0
304,18,5.0
304,19,5.0
304,20,5.0
304,21,5.0
304,22,5.0
304,23,5.0
304,26,20.0
304,25,5.0
304,27,55.0
304,28,5.0
304,24,5.0
304,29,5.0
304,30,5.0
304,31,10.0
304,34,20.0
304,33,5.0
304,32,5.0
304,35,5.0
304,36,10.0
304,37,5.0
304,38,10.0
304,39,10.0
304,41,35.0
304,42,25.0
304,43,55.0
304,40,40.0
304,45,30.0
304,46,20.0
304,44,45.0
304,47,40.0
304,49,30.0
304,51,25.0
304,50,30.0
304,53,55.0
304,52,35.0
304,48,45.0
304,54,45.0
304,55,65.0
304,58,20.0
304,57,45.0
304,65,20.0
304,64,45.0
304,56,65.0
304,60,65.0
304,61,55.0
304,62,40.0
304,66,20.0
304,59,20.0
304,63,55.0
304,67,25.0
304,68,20.0
304,71,5.0
304,69,40.0
304,70,20.0
304,72,45.0
304,73,45.0
304,76,65.0
304,74,15.0
304,75,15.0
304,78,5.0
304,79,25.0
304,81,5.0
304,77,15.0
304,80,20.0
304,83,15.0
304,82,25.0
304,84,25.0
304,87,15.0
304,86,25.0
304,85,15.0
304,92,20.0
304,89,20.0
304,88,15.0
304,90,45.0
304,91,10.0
304,93,20.0
304,94,55.0
304,95,5.0
304,96,20.0
304,98,35.0
304,97,20.0
304,99,35.0
304,100,5.0
304,101,35.0
304,102,20.0
304,103,5.0
304,105,5.0
304,104,20.0
304,107,5.0
304,108,5.0
304,106,5.0
304,109,0.0
304,115,5.0
304,116,5.0
304,117,5.0
304,118,0.0
304,119,5.0
304,111,5.0
304,110,5.0
304,120,0.0
304,112,15.0
304,114,5.0
304,113,5.0
304,122,5.0
304,124,5.0
304,121,5.0
304,125,0.0
304,126,0.0
304,123,20.0
304,128,20.0
304,127,5.0
304,129,5.0
304,130,5.0
304,131,5.0
304,132,0.0
304,134,5.0
304,135,5.0
304,133,5.0
304,136,15.0
304,137,5.0
304,138,5.0
304,139,5.0
304,140,45.0
304,141,0.0
304,143,0.0
304,142,0.0
304,145,72.0
304,144,5.0
304,146,55.0
304,147,15.0
304,148,5.0
304,149,20.0
304,150,75.0
304,151,35.0
304,153,5.0
304,152,5.0
304,154,45.0
304,155,65.0
304,156,55.0
304,157,40.0
304,158,20.0
304,159,35.0
304,160,20.0
304,162,85.0
304,161,55.0
304,163,35.0
304,164,20.0
304,169,20.0
304,165,35.0
304,168,20.0
304,167,45.0
304,166,20.0
304,170,65.0
304,171,5.0
304,172,10.0
304,174,10.0
304,177,20.0
304,178,10.0
304,179,20.0
304,176,30.0
304,173,35.0
304,175,75.0
304,180,40.0
304,182,20.0
304,184,20.0
304,185,45.0
304,186,30.0
304,183,65.0
304,187,35.0
304,181,25.0
304,188,40.0
304,190,20.0
304,191,40.0
304,194,30.0
304,192,45.0
304,189,35.0
304,193,40.0
304,195,50.0
304,197,65.0
304,196,40.0
304,198,45.0
304,202,45.0
304,200,35.0
304,199,20.0
304,203,45.0
304,204,40.0
304,205,45.0
304,208,40.0
304,207,30.0
304,209,25.0
304,206,65.0
