jd_id,cv_id,match_score
286,3,5.0
286,0,5.0
286,1,5.0
286,4,5.0
286,6,5.0
286,2,10.0
286,5,10.0
286,8,10.0
286,9,5.0
286,7,5.0
286,10,5.0
286,11,5.0
286,13,5.0
286,12,5.0
286,14,5.0
286,15,5.0
286,16,5.0
286,21,5.0
286,20,5.0
286,22,5.0
286,19,5.0
286,24,5.0
286,23,5.0
286,17,-1.0
286,26,10.0
286,18,-1.0
286,25,5.0
286,31,5.0
286,32,5.0
286,33,5.0
286,35,5.0
286,36,5.0
286,28,5.0
286,37,5.0
286,29,5.0
286,38,5.0
286,39,5.0
286,27,30.0
286,40,40.0
286,34,20.0
286,41,15.0
286,30,5.0
286,42,20.0
286,44,30.0
286,43,40.0
286,46,20.0
286,47,30.0
286,48,30.0
286,49,30.0
286,50,20.0
286,45,20.0
286,51,10.0
286,56,40.0
286,55,20.0
286,53,20.0
286,59,20.0
286,52,20.0
286,63,30.0
286,54,20.0
286,64,20.0
286,62,40.0
286,58,20.0
286,65,20.0
286,60,40.0
286,67,20.0
286,68,5.0
286,69,10.0
286,70,20.0
286,61,20.0
286,72,20.0
286,71,5.0
286,66,5.0
286,57,-1.0
286,78,5.0
286,79,5.0
286,77,5.0
286,80,5.0
286,74,5.0
286,83,5.0
286,73,20.0
286,84,10.0
286,75,5.0
286,86,5.0
286,81,5.0
286,85,5.0
286,87,5.0
286,88,5.0
286,76,20.0
286,89,5.0
286,82,15.0
286,91,5.0
286,92,5.0
286,90,5.0
286,99,5.0
286,98,5.0
286,102,5.0
286,97,20.0
286,96,5.0
286,103,5.0
286,104,5.0
286,94,20.0
286,95,10.0
286,105,5.0
286,100,5.0
286,106,5.0
286,101,30.0
286,109,0.0
286,107,5.0
286,108,5.0
286,110,0.0
286,112,5.0
286,113,0.0
286,111,0.0
286,115,0.0
286,116,5.0
286,114,3.0
286,118,0.0
286,93,5.0
286,124,5.0
286,125,0.0
286,117,0.0
286,122,5.0
286,123,10.0
286,126,5.0
286,127,5.0
286,129,5.0
286,128,20.0
286,120,5.0
286,130,5.0
286,121,5.0
286,133,5.0
286,134,5.0
286,132,0.0
286,131,5.0
286,136,5.0
286,138,5.0
286,139,5.0
286,137,3.0
286,135,0.0
286,140,10.0
286,144,5.0
286,145,30.0
286,143,5.0
286,147,5.0
286,148,5.0
286,142,5.0
286,152,5.0
286,141,0.0
286,154,40.0
286,153,5.0
286,149,20.0
286,156,20.0
286,157,45.0
286,155,20.0
286,158,10.0
286,146,65.0
286,150,65.0
286,159,30.0
286,161,55.0
286,160,10.0
286,119,5.0
286,151,30.0
286,167,30.0
286,163,20.0
286,165,10.0
286,164,5.0
286,162,55.0
286,168,5.0
286,166,20.0
286,169,5.0
286,171,5.0
286,172,10.0
286,173,5.0
286,174,5.0
286,177,5.0
286,178,5.0
286,179,5.0
286,175,75.0
286,170,20.0
286,176,55.0
286,181,20.0
286,185,40.0
286,188,20.0
286,189,20.0
286,180,40.0
286,187,25.0
286,191,20.0
286,186,20.0
286,192,30.0
286,190,20.0
286,193,40.0
286,183,20.0
286,182,5.0
286,184,5.0
286,194,30.0
286,197,40.0
286,200,30.0
286,196,35.0
286,195,45.0
286,199,20.0
286,198,20.0
286,203,30.0
286,201,20.0
286,204,20.0
286,206,55.0
286,202,30.0
286,205,65.0
286,207,30.0
286,209,20.0
286,213,20.0
286,214,30.0
286,215,20.0
286,217,40.0
286,212,40.0
286,208,40.0
286,216,20.0
286,218,30.0
286,219,40.0
286,221,20.0
286,222,45.0
286,225,85.0
286,224,40.0
286,220,20.0
286,223,35.0
286,226,40.0
286,227,55.0
286,228,20.0
286,229,65.0
286,230,20.0
286,231,20.0
286,232,65.0
286,233,20.0
286,236,55.0
286,237,30.0
286,239,30.0
286,240,20.0
286,238,20.0
286,211,40.0
286,234,40.0
286,241,60.0
286,235,20.0
286,246,30.0
286,248,55.0
286,210,20.0
286,243,85.0
286,249,20.0
286,244,20.0
286,242,40.0
286,245,40.0
286,250,85.0
286,251,35.0
286,252,40.0
286,259,30.0
286,255,30.0
286,254,40.0
286,256,65.0
286,260,20.0
286,253,40.0
286,262,20.0
286,263,40.0
286,247,40.0
286,257,30.0
286,258,85.0
286,264,40.0
286,265,35.0
286,266,40.0
286,267,40.0
286,261,35.0
286,269,40.0
286,270,40.0
286,271,40.0
286,272,20.0
286,273,5.0
286,274,5.0
286,268,40.0
286,275,5.0
286,276,20.0
286,284,5.0
286,277,5.0
286,278,10.0
286,279,20.0
286,280,5.0
286,283,5.0
286,282,5.0
286,285,5.0
286,281,5.0
286,289,20.0
286,293,20.0
286,292,5.0
286,294,5.0
286,295,5.0
286,296,5.0
286,286,10.0
286,287,5.0
286,288,5.0
286,302,5.0
286,290,5.0
286,291,5.0
286,299,5.0
286,298,5.0
286,300,5.0
286,301,5.0
286,304,5.0
286,303,5.0
286,306,5.0
286,307,5.0
286,310,5.0
286,309,10.0
286,312,20.0
286,313,5.0
286,314,20.0
286,311,5.0
286,315,5.0
286,297,10.0
286,316,5.0
286,318,5.0
286,319,5.0
286,320,5.0
286,317,5.0
286,322,20.0
286,325,5.0
286,323,0.0
286,324,5.0
286,326,5.0
286,321,5.0
286,327,10.0
286,305,5.0
286,328,5.0
286,330,5.0
286,331,5.0
286,333,5.0
286,332,5.0
286,335,5.0
286,336,20.0
286,337,5.0
286,339,5.0
286,338,5.0
286,308,10.0
286,340,20.0
286,341,40.0
286,329,20.0
286,342,85.0
286,334,20.0
286,343,5.0
286,345,5.0
286,344,20.0
286,347,5.0
286,349,5.0
286,353,5.0
286,346,-1.0
286,357,30.0
286,356,20.0
286,350,5.0
286,351,5.0
286,352,5.0
286,348,5.0
286,355,5.0
286,359,40.0
286,358,40.0
286,360,30.0
286,362,45.0
286,354,5.0
286,361,20.0
286,365,40.0
286,367,30.0
286,366,40.0
286,369,90.0
286,368,30.0
286,370,55.0
286,363,20.0
286,371,30.0
286,364,40.0
286,373,20.0
286,372,20.0
286,374,45.0
286,375,55.0
286,376,40.0
286,380,40.0
286,381,45.0
286,383,30.0
286,384,10.0
286,382,65.0
286,385,20.0
286,387,10.0
286,388,40.0
286,389,40.0
286,390,40.0
286,386,75.0
286,391,60.0
286,377,30.0
286,378,30.0
286,379,-1.0
286,397,20.0
286,394,30.0
286,392,20.0
286,400,30.0
286,401,35.0
286,403,35.0
286,393,-1.0
286,404,40.0
286,402,35.0
286,395,65.0
286,396,40.0
286,406,40.0
286,411,55.0
286,405,10.0
286,399,30.0
286,412,40.0
286,409,55.0
286,413,40.0
286,407,45.0
286,414,20.0
286,398,10.0
286,410,55.0
286,408,20.0
286,415,10.0
286,416,10.0
286,417,55.0
286,418,55.0
286,419,85.0
286,420,30.0
286,423,65.0
286,425,20.0
286,424,45.0
286,421,40.0
286,429,30.0
286,422,60.0
286,426,55.0
286,427,75.0
286,430,40.0
286,428,40.0
286,434,40.0
286,435,20.0
286,432,45.0
286,436,5.0
286,431,45.0
286,437,5.0
286,433,40.0
286,438,5.0
286,439,10.0
286,440,20.0
286,441,20.0
286,442,5.0
286,444,5.0
286,445,5.0
286,447,10.0
286,448,5.0
286,449,20.0
286,446,10.0
286,451,5.0
286,443,5.0
286,455,5.0
286,458,5.0
286,452,5.0
286,457,5.0
286,453,5.0
286,456,5.0
286,450,5.0
286,459,5.0
286,454,5.0
286,461,5.0
286,462,5.0
286,463,55.0
286,464,10.0
286,466,5.0
286,467,5.0
286,465,5.0
286,468,5.0
286,471,5.0
286,470,20.0
286,469,5.0
286,472,5.0
286,473,10.0
286,474,5.0
286,475,5.0
286,476,45.0
286,478,20.0
286,477,40.0
286,479,45.0
286,480,40.0
286,460,5.0
286,482,65.0
286,483,55.0
286,484,40.0
286,485,55.0
286,486,55.0
286,487,40.0
286,481,65.0
286,488,20.0
286,492,55.0
286,493,55.0
286,489,65.0
286,490,75.0
286,491,30.0
286,496,30.0
286,497,45.0
286,494,40.0
286,495,20.0
286,503,10.0
286,505,40.0
286,498,20.0
286,506,30.0
286,499,55.0
286,500,45.0
286,501,20.0
286,507,20.0
286,510,45.0
286,512,55.0
286,509,20.0
286,502,20.0
286,511,55.0
286,504,20.0
286,513,65.0
286,508,85.0
286,514,55.0
286,517,45.0
286,516,20.0
286,519,45.0
286,518,65.0
286,520,60.0
286,515,65.0
286,521,65.0
286,523,20.0
286,526,30.0
286,525,20.0
286,530,20.0
286,524,65.0
286,531,40.0
286,532,65.0
286,529,40.0
286,522,20.0
286,533,20.0
286,535,45.0
286,534,65.0
286,528,-1.0
286,536,40.0
286,537,30.0
286,538,45.0
