jd_id,cv_id,match_score
172,1,40.0
172,2,40.0
172,3,40.0
172,4,30.0
172,7,20.0
172,8,40.0
172,0,35.0
172,9,40.0
172,10,30.0
172,5,30.0
172,12,35.0
172,14,40.0
172,13,20.0
172,11,40.0
172,6,35.0
172,15,30.0
172,17,40.0
172,16,30.0
172,20,35.0
172,21,40.0
172,19,20.0
172,22,40.0
172,23,20.0
172,18,45.0
172,31,40.0
172,24,20.0
172,32,35.0
172,25,20.0
172,26,35.0
172,28,35.0
172,29,40.0
172,27,60.0
172,34,40.0
172,35,30.0
172,38,45.0
172,36,40.0
172,37,35.0
172,30,-1.0
172,39,35.0
172,45,10.0
172,47,5.0
172,41,8.0
172,42,10.0
172,33,-1.0
172,43,10.0
172,46,20.0
172,51,5.0
172,50,20.0
172,52,5.0
172,48,5.0
172,44,10.0
172,53,40.0
172,55,20.0
172,49,5.0
172,54,30.0
172,40,10.0
172,56,20.0
172,57,40.0
172,58,40.0
172,60,30.0
172,63,40.0
172,62,35.0
172,61,20.0
172,65,45.0
172,59,45.0
172,68,40.0
172,69,20.0
172,67,20.0
172,70,20.0
172,71,20.0
172,66,20.0
172,75,20.0
172,73,55.0
172,64,35.0
172,77,40.0
172,76,20.0
172,74,5.0
172,72,65.0
172,78,20.0
172,79,15.0
172,80,20.0
172,84,35.0
172,81,10.0
172,82,20.0
172,83,20.0
172,90,20.0
172,92,20.0
172,91,5.0
172,88,20.0
172,89,20.0
172,85,35.0
172,87,10.0
172,93,35.0
172,94,28.0
172,95,20.0
172,86,5.0
172,96,20.0
172,100,20.0
172,99,20.0
172,102,15.0
172,105,5.0
172,98,35.0
172,103,5.0
172,104,5.0
172,97,45.0
172,110,5.0
172,108,5.0
172,107,5.0
172,111,0.0
172,112,20.0
172,115,5.0
172,113,5.0
172,114,5.0
172,106,20.0
172,116,5.0
172,117,5.0
172,109,5.0
172,101,40.0
172,118,5.0
172,120,5.0
172,119,5.0
172,122,5.0
172,121,5.0
172,123,35.0
172,124,0.0
172,131,5.0
172,132,5.0
172,125,0.0
172,133,5.0
172,127,5.0
172,134,5.0
172,126,5.0
172,129,5.0
172,128,45.0
172,135,5.0
172,130,5.0
172,136,5.0
172,137,0.0
172,138,5.0
172,139,5.0
172,141,5.0
172,142,5.0
172,144,30.0
172,143,0.0
172,145,35.0
172,146,65.0
172,147,20.0
172,152,20.0
172,151,40.0
172,153,25.0
172,157,30.0
172,148,20.0
172,140,20.0
172,149,20.0
172,158,20.0
172,159,40.0
172,160,5.0
172,154,40.0
172,161,40.0
172,162,35.0
172,163,15.0
172,164,45.0
172,155,20.0
172,165,45.0
172,150,40.0
172,167,10.0
172,168,15.0
172,170,20.0
172,169,20.0
172,173,10.0
172,166,40.0
172,171,5.0
172,174,5.0
172,175,40.0
172,177,5.0
172,156,45.0
172,176,20.0
172,178,20.0
172,172,20.0
172,184,5.0
172,182,15.0
172,185,10.0
172,187,20.0
172,188,20.0
172,189,25.0
172,179,30.0
172,180,20.0
172,190,10.0
172,183,40.0
172,181,10.0
172,191,20.0
172,186,-1.0
172,193,20.0
172,195,10.0
172,198,20.0
172,192,10.0
172,194,30.0
172,203,10.0
172,202,20.0
172,201,20.0
172,196,20.0
172,205,10.0
172,197,10.0
172,199,10.0
172,200,35.0
172,204,10.0
172,206,10.0
172,209,20.0
172,208,20.0
172,207,40.0
172,210,5.0
172,211,40.0
172,212,20.0
172,213,20.0
172,214,35.0
172,215,30.0
172,217,20.0
172,216,45.0
172,218,40.0
172,219,30.0
172,220,5.0
172,221,20.0
172,223,20.0
172,224,20.0
172,222,20.0
172,226,5.0
172,225,5.0
172,227,20.0
172,228,20.0
172,229,30.0
172,233,20.0
172,235,20.0
172,231,20.0
172,232,20.0
172,230,40.0
172,236,40.0
172,237,20.0
172,234,40.0
172,238,10.0
172,244,10.0
172,242,35.0
172,243,10.0
172,240,20.0
172,241,5.0
172,245,15.0
172,246,20.0
172,250,40.0
172,249,20.0
172,251,20.0
172,247,5.0
172,239,20.0
172,257,30.0
172,258,30.0
172,259,20.0
172,248,20.0
172,252,5.0
172,260,20.0
172,254,20.0
172,255,20.0
172,253,20.0
172,261,10.0
172,263,10.0
172,256,20.0
172,262,10.0
172,265,10.0
172,264,20.0
172,266,10.0
172,270,20.0
172,268,20.0
172,267,10.0
172,271,20.0
172,269,20.0
172,272,10.0
172,274,5.0
172,273,30.0
172,280,40.0
172,282,30.0
172,283,55.0
172,284,25.0
172,285,40.0
172,278,40.0
172,276,40.0
172,275,20.0
172,277,30.0
172,279,40.0
172,286,35.0
172,281,30.0
172,287,20.0
172,289,45.0
172,288,30.0
172,290,35.0
172,293,45.0
172,294,5.0
172,296,30.0
172,298,20.0
172,300,35.0
172,301,20.0
172,302,30.0
172,299,-1.0
172,304,20.0
172,297,35.0
172,295,40.0
172,305,20.0
172,291,-1.0
172,292,-1.0
172,306,60.0
172,307,15.0
172,303,30.0
172,308,40.0
172,310,20.0
172,309,45.0
172,311,35.0
172,312,35.0
172,313,10.0
172,315,10.0
172,316,10.0
172,314,20.0
172,317,10.0
172,319,20.0
172,318,20.0
172,320,10.0
172,321,20.0
172,322,20.0
172,323,10.0
172,324,20.0
172,326,20.0
172,327,20.0
172,325,20.0
172,328,20.0
172,330,20.0
172,329,30.0
172,331,10.0
172,332,35.0
172,334,30.0
172,335,10.0
172,333,20.0
172,340,40.0
172,341,45.0
172,343,20.0
172,344,35.0
172,345,20.0
172,342,40.0
172,346,20.0
172,336,20.0
172,337,15.0
172,338,10.0
172,347,5.0
172,348,5.0
172,353,10.0
172,351,10.0
172,355,20.0
172,352,30.0
172,354,15.0
172,349,20.0
172,339,20.0
172,356,5.0
172,350,15.0
172,358,20.0
172,357,20.0
172,361,5.0
172,365,5.0
172,366,5.0
172,367,20.0
172,360,20.0
172,369,10.0
172,363,10.0
172,370,5.0
172,364,10.0
172,371,30.0
172,362,10.0
172,373,10.0
172,372,20.0
172,368,10.0
172,375,50.0
172,359,15.0
172,374,20.0
172,378,30.0
172,379,30.0
172,380,20.0
172,381,10.0
172,382,20.0
172,383,20.0
172,385,20.0
172,384,5.0
172,386,20.0
172,387,10.0
172,388,30.0
172,389,30.0
172,390,20.0
172,376,10.0
172,391,5.0
172,392,20.0
172,397,20.0
172,396,20.0
172,398,10.0
172,399,30.0
172,401,10.0
172,400,30.0
172,402,40.0
172,403,40.0
172,377,20.0
172,393,10.0
172,405,35.0
172,404,5.0
172,394,35.0
172,406,40.0
172,395,5.0
172,414,5.0
172,411,20.0
172,413,20.0
172,409,35.0
172,408,20.0
172,412,20.0
172,410,10.0
172,407,-1.0
172,419,10.0
172,421,35.0
172,417,40.0
172,415,10.0
172,420,35.0
172,422,5.0
172,424,10.0
172,423,10.0
172,425,20.0
172,426,20.0
172,427,20.0
172,416,40.0
172,428,30.0
172,429,30.0
172,418,10.0
172,433,20.0
172,430,65.0
172,431,20.0
172,432,30.0
172,435,35.0
172,434,5.0
172,436,10.0
172,437,20.0
172,438,15.0
172,439,15.0
172,440,25.0
172,441,10.0
172,442,20.0
172,443,5.0
172,444,20.0
172,448,20.0
172,445,5.0
172,447,20.0
172,446,8.0
172,449,40.0
172,451,20.0
172,450,5.0
