jd_id,cv_id,match_score
417,3,5.0
417,0,0.0
417,4,0.0
417,6,5.0
417,5,5.0
417,2,5.0
417,7,5.0
417,1,5.0
417,11,5.0
417,8,5.0
417,9,5.0
417,12,5.0
417,14,5.0
417,13,5.0
417,15,0.0
417,10,5.0
417,16,0.0
417,17,5.0
417,18,5.0
417,19,5.0
417,21,5.0
417,22,0.0
417,20,5.0
417,24,5.0
417,25,0.0
417,26,5.0
417,27,15.0
417,29,0.0
417,28,0.0
417,30,5.0
417,23,-1.0
417,33,0.0
417,31,5.0
417,32,0.0
417,34,5.0
417,38,5.0
417,43,35.0
417,37,0.0
417,35,5.0
417,36,5.0
417,39,5.0
417,41,10.0
417,40,30.0
417,44,20.0
417,42,25.0
417,45,30.0
417,46,20.0
417,47,20.0
417,48,20.0
417,49,25.0
417,51,10.0
417,50,15.0
417,53,20.0
417,52,5.0
417,54,10.0
417,55,20.0
417,56,20.0
417,57,10.0
417,58,5.0
417,59,5.0
417,60,15.0
417,61,15.0
417,62,10.0
417,63,20.0
417,64,15.0
417,66,5.0
417,65,5.0
417,68,5.0
417,67,5.0
417,69,15.0
417,70,5.0
417,71,5.0
417,72,5.0
417,73,5.0
417,74,5.0
417,75,5.0
417,80,0.0
417,81,0.0
417,82,5.0
417,83,5.0
417,84,5.0
417,85,5.0
417,76,20.0
417,86,5.0
417,87,5.0
417,77,5.0
417,79,5.0
417,78,5.0
417,88,5.0
417,89,5.0
417,91,5.0
417,90,5.0
417,92,5.0
417,93,5.0
417,94,15.0
417,95,5.0
417,96,5.0
417,97,5.0
417,98,5.0
417,99,5.0
417,107,5.0
417,100,5.0
417,101,5.0
417,103,5.0
417,102,5.0
417,104,5.0
417,108,0.0
417,105,5.0
417,109,0.0
417,110,0.0
417,111,0.0
417,112,0.0
417,113,0.0
417,115,0.0
417,114,0.0
417,116,0.0
417,117,0.0
417,118,0.0
417,119,0.0
417,120,0.0
417,121,5.0
417,106,0.0
417,122,5.0
417,123,5.0
417,124,0.0
417,125,0.0
417,126,0.0
417,128,5.0
417,127,0.0
417,129,0.0
417,131,0.0
417,130,5.0
417,138,0.0
417,137,0.0
417,139,0.0
417,140,0.0
417,132,0.0
417,135,0.0
417,142,0.0
417,143,0.0
417,144,5.0
417,145,15.0
417,146,20.0
417,147,0.0
417,148,0.0
417,133,0.0
417,134,0.0
417,149,5.0
417,136,5.0
417,141,0.0
417,150,65.0
417,153,5.0
417,151,15.0
417,152,5.0
417,155,20.0
417,154,20.0
417,156,5.0
417,158,5.0
