jd_id,cv_id,match_score
42,3,65.0
42,0,75.0
42,2,75.0
42,1,55.0
42,5,65.0
42,4,40.0
42,6,75.0
42,8,55.0
42,10,30.0
42,9,75.0
42,11,65.0
42,7,60.0
42,16,45.0
42,18,65.0
42,19,75.0
42,20,65.0
42,21,65.0
42,22,75.0
42,12,65.0
42,13,40.0
42,14,75.0
42,24,65.0
42,23,65.0
42,17,55.0
42,15,55.0
42,25,65.0
42,27,60.0
42,26,75.0
42,28,65.0
42,29,65.0
42,31,85.0
42,30,65.0
42,32,65.0
42,34,65.0
42,33,65.0
42,35,65.0
42,36,55.0
42,38,65.0
42,40,20.0
42,37,55.0
42,39,45.0
42,41,35.0
42,43,20.0
42,42,15.0
42,45,20.0
42,44,20.0
42,46,20.0
42,47,20.0
42,49,20.0
42,48,10.0
42,50,20.0
42,51,20.0
42,53,65.0
42,54,45.0
42,52,20.0
42,55,45.0
42,57,65.0
42,56,55.0
42,58,65.0
42,59,65.0
42,62,55.0
42,63,55.0
42,68,35.0
42,69,40.0
42,60,60.0
42,61,55.0
42,64,45.0
42,70,35.0
42,71,20.0
42,65,45.0
42,66,25.0
42,67,40.0
42,72,65.0
42,73,78.0
42,75,45.0
42,74,40.0
42,76,45.0
42,77,40.0
42,79,40.0
42,80,35.0
42,78,35.0
42,84,55.0
42,85,45.0
42,89,20.0
42,90,65.0
42,91,20.0
42,81,20.0
42,82,35.0
42,83,35.0
42,92,40.0
42,93,40.0
42,87,35.0
42,94,45.0
42,86,38.0
42,88,45.0
42,96,40.0
42,95,45.0
42,97,65.0
42,99,35.0
42,100,35.0
42,103,20.0
42,102,20.0
42,101,45.0
42,104,40.0
42,105,5.0
42,106,20.0
42,107,20.0
42,108,5.0
42,110,5.0
42,109,10.0
42,112,35.0
42,111,5.0
42,98,40.0
42,113,5.0
42,114,5.0
42,117,5.0
42,122,5.0
42,121,20.0
42,119,5.0
42,115,5.0
42,116,5.0
42,118,5.0
42,120,5.0
